,sentenca,palavras_chave,resultado
1266,conservacao de frutas legumes e verduras flv,embalagem transporte armazenamento papelão,processo água fabricação pedra
1267,como manter as frutas legumes e verduras nas bancas e no estoque,embalagem transporte armazenamento papelão,processo água fabricação pedra
1268,cosmeticos ecofriendly,gel higiene pessoal produtos,processo água fabricação pedra
1269,gostaria de mais informacoes sobre a producao de aromatizadores de ambiente e produtos de higiene pessoal como sabonetes liquidos sais de banho shampoos cremes hidratantes e geis onde conseguir materias primas organicas embalagens e materias para a producao de uma linha ecofriendly,gel higiene pessoal produtos,processo processo fabricação fabricação
1270,preparo da cama de aviarios para o adubo de pastagem,orgânica orgânico matéria compostagem,processo processo fabricação fabricação
1271,como e feito o preparo da cama de aves para o adubo de pastagens,orgânica orgânico matéria compostagem,processo água fabricação pedra
1272,producao de cloro materiais e metodos,sódio água cloro desinfecção,processo processo fabricação fabricação
1273,quais os materiais utilizados para as tubulacoes utilizadas na fabricacao de cloro e quais os metodos utilizados,sódio água cloro desinfecção,processo água fabricação pedra
1274,cultivo de eucalipto no estado de sao paulo,mar rio acesso universidade,processo água fabricação pedra
1275,quero cultivar eucalipto no estado de sao paulo que tipo de clima e solo a cultura necessita quais municipios sao adequados para esse plantio,mar rio acesso universidade,processo água fabricação pedra
1276,silicone comercial e silicone grau medico,silicone banana bananeira cupuaçu,reação epóxi epóxi epóxi
1277,qual e a diferenca de um silicone comercial e de um silicone grau medico,silicone banana bananeira cupuaçu,processo água fabricação pedra
1278,tempo de analise de ensaio de dureza e espectrometria de infravermelho,papel análise laboratório método,processo água fabricação pedra
1279,qual o tempo demandado para analise de uma amostra anel de material elastomerico vulcanizado identificando sua dureza shore a e identificacao do polimero base por espectrometria de infravermelho,papel análise laboratório método,processo água fabricação pedra
1280,patente para a fabricacao de sorvete e picole de licuri,processo industrial propriedade patente,processo processo fabricação fabricação
1281,gostaria fazer picole de licuri para vender mas me disseram que ja e pateado e verdade qual e a patente,processo industrial propriedade patente,processo processo fabricação fabricação
1282,cola para tamburato,cola adesivo colagem colar,processo água fabricação pedra
1283,gostaria de obter informacoes a respeito do tipo de cola usado para confeccao de tamburato,cola adesivo colagem colar,processo processo fabricação fabricação
1284,obtencao de etanol a partir de materia prima amilacea,processo industrial propriedade patente,processo água fabricação pedra
1285,gostaria de saber sobre o processo de obtencao de etanol a partir de materia prima amilacea cepa recombinante de s cerevisiae inoculante e sua utilizacao,processo industrial propriedade patente,processo processo fabricação fabricação
1286,patentes para a fabricacao de espremedores de tubos e bisnagas,processo industrial propriedade patente,processo processo fabricação fabricação
1287,estou pensando em fabricar um espremedor para tubos de creme dental de aluminio e preciso de informacoes relacionadas como patentes sobre o processo,processo industrial propriedade patente,processo legislação fabricação patente
1288,corpos de prova para ensaios de tracao,teste of and valor,processo água fabricação pedra
1289,considerando a realizacao de ensaios de tracao para elastomeros termoplasticos segundo a norma iso quais os principais pontos que devem ser observados para a definicao dos corpos de prova,teste of and valor,processo água fabricação pedra
1290,geno ala suplemento alimentar para animais,química produto líquido produtos,processo processo fabricação fabricação
1291,gostaria de saber informacoes sobre os compostos quimicos usados na fabricacao do suplemento para peixes genoala,química produto líquido produtos,processo processo fabricação fabricação
1292,patentes relacionadas a fabricacao de luvas plasticas com produto cosmetico,processo industrial propriedade patente,processo processo fabricação fabricação
1293,gostaria de fabricar luvas usadas nos servicos de manicure em saloes de beleza que ja vem com creme e por isso preciso saber se ja e patenteado,processo industrial propriedade patente,processo processo fabricação fabricação
1294,porta toalha artesanal,bem artesanal artesanato fabricação,processo processo fabricação fabricação
1295,como reutilizar lata de aluminio na fabricacao de deposito artesanal para guardar toalha de banho,bem artesanal artesanato fabricação,processo água fabricação pedra
1296,cristalizacao de mel puro,al mel oliveira carvalho,processo água fabricação pedra
1297,o que deve ser feito com o mel puro quando cristaliza,al mel oliveira carvalho,processo água fabricação pedra
1298,chocolate para fonte de chocolate,chocolate gordura cacau manteiga,processo água fabricação pedra
1299,estou trabalhando com fondue de chocolate utilizando as fontes de chocolate para usar estas fontes de chocolates tenho que derreter totalmente o chocolate e preparar uma formulacao formulacao indicada pelo fabricante de chocolate puro em barra de cobertura de chocolate para sorvete tipo esquimo embalagem em baldinho caso nao queira utilizar cobertura para sorvete utilizar entre a ml de oleo de canola para cada quilo de chocolate puro de acordo com o tipomarca de chocolate a formula com adicao da calda tipo esquimo eleva o custo do produto final e o sabor final e agradavel a formula com adicao do oleo de canola apresenta um custo menor e mais rentavel para o produto final porem o sabor final deixa a desejar existem outras opcoes de produtos que podem substituir a calda tipo esquimo ou o oleo de canola para serem utilizados para diluir o chocolate,chocolate gordura cacau manteiga,processo legislação fabricação patente
1300,rosbife embutido,carne pimenta molho embutidos,processo processo fabricação fabricação
1301,gostaria de saber a receita de fabricacao do rosfibe embutido industrializado simples e com azeitonas diferente do rosbife caseiro assado ou selado em panelassimples ou com azeitonas aquele embutido quadrado que compramos na padaria nota nao o rosbife assado ou selado na panela com temperos,carne pimenta molho embutidos,processo processo fabricação fabricação
1302,sistema de refrigeracao de compressores,ar secagem umidade seco,reação epóxi epóxi epóxi
1303,como se da o sistema de refrigeracao de compressores em equipamentos pneumaticos,ar secagem umidade seco,processo água fabricação pedra
1304,uniformes industriais,algodão confecção têxtil fibra,processo processo fabricação fabricação
1305,gostaria de saber quais as materiasprimas empregadas na confeccao dos uniformes profissionais industriais,algodão confecção têxtil fibra,processo processo fabricação fabricação
1306,tratamento termico dos acos e vf,aço inox inoxidável carbono,processo água fabricação pedra
1307,gostaria de saber com se faz a tempera e revenimento e attentamos fazer esse tratamento em nossa empresa porem nao alcancamos a dureza necessaria,aço inox inoxidável carbono,processo processo fabricação fabricação
1308,conservacao de peles por secagem,ar secagem umidade seco,processo água fabricação pedra
1309,como se deve proceder para executar conservacao de peles por secagem como se controla e como saber se o processo esta bem executado,ar secagem umidade seco,processo água fabricação pedra
1310,soldabilidade de acos astm a astm a e din st,aço inox inoxidável carbono,reação epóxi epóxi epóxi
1311,gostaria de saber se o aco din st possui compatibilidade de soldagem com os acos astm a e astm a,aço inox inoxidável carbono,processo processo fabricação fabricação
1312,como sao produzidas pranchas de surfe em poliestireno expandido,pvc processo molde injeção,processo água fabricação pedra
